From,To,Group,ratioScore
ADORA2B,Mast_cells,C4,-1.581896551724138
ADORA2B,Mast_cells,C5,-2.15
ADORA2B,Mast_cells,C6,-1.6
ADRA2B,Macrophage,C1,1.128256513026052
ADRA2B,Macrophage,C2,-1.0309810671256454
ADRA2B,Macrophage,C3,1.108974358974359
ADRA2B,Macrophage,C4,-1.2788104089219332
ADRA2B,Macrophage,C5,-1.596774193548387
ADRA2B,Macrophage,C6,1.1282051282051282
ADRB2,B_cells,C1,-1.1596958174904943
ADRB2,B_cells,C2,-1.3029126213592233
ADRB2,B_cells,C3,1.0679405520169851
ADRB2,B_cells,C4,-1.2096774193548387
ADRB2,B_cells,C5,-3.3157894736842106
ADRB2,B_cells,C6,2.2857142857142856
ADRB2,Eosinophils,C1,-1.1514018691588785
ADRB2,Eosinophils,C2,-1.082901554404145
ADRB2,Eosinophils,C3,-1.3349397590361447
ADRB2,Eosinophils,C4,-1.1264367816091954
ADRB2,Eosinophils,C5,2.0166666666666666
ADRB2,Eosinophils,C6,-1.103448275862069
ADRB2,Macrophage,C1,-1.1003460207612457
ADRB2,Macrophage,C2,-1.1162790697674418
ADRB2,Macrophage,C3,-1.6612466124661247
ADRB2,Macrophage,C4,-1.048780487804878
ADRB2,Macrophage,C5,2.404255319148936
ADRB2,Macrophage,C6,-1.161290322580645
ADRB2,Mast_cells,C1,1.0305755395683454
ADRB2,Mast_cells,C2,1.0771992818671454
ADRB2,Mast_cells,C3,1.7294429708222812
ADRB2,Mast_cells,C4,1.3562753036437247
ADRB2,Mast_cells,C5,3.4358974358974357
ADRB2,Mast_cells,C6,-1.037037037037037
ADRB2,NK_cells,C1,-1.0243055555555556
ADRB2,NK_cells,C2,-1.0115511551155116
ADRB2,NK_cells,C3,-1.3510895883777239
ADRB2,NK_cells,C4,-1.0217391304347827
ADRB2,NK_cells,C5,1.2833333333333334
ADRB2,NK_cells,C6,-2.5625
ADRB2,Neutrophils,C1,1.207156308851224
ADRB2,Neutrophils,C2,1.1382978723404256
ADRB2,Neutrophils,C3,-1.1218961625282167
ADRB2,Neutrophils,C4,1.0830188679245283
